,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary,Date_published
165,"Of Babies, Jumpers and Christmas",anxiousgoat,22050214,31 Dec 2019,General Audiences,"F/M, M/M, Multi",No Archive Warnings Apply,Complete Work,English,"1,809",1,10,272,11,2453,"No Archive Warnings Apply, Hermione Granger/Harry Potter/Ron Weasley, Hermione Granger/Ron Weasley, Harry Potter/Ron Weasley, Hermione Granger/Harry Potter, Ron Weasley, Hermione Granger, Harry Potter, Rose Weasley, Fluff, Domestic Fluff, Christmas, Christmas Fluff, Weasley Jumpers, Domestic Bliss, Polyamory, Harry Potter Epilogue What Epilogue | EWE, Podcast: Fanatical Fics and Where to Find Them, Fanatical Fics's Christmas Drabble Competition 2019","\n      It\'s Christmas Eve. Hermione\'s working, Harry\'s enjoying some time with the baby, and Ron\'s worrying about hosting the family Christmas for the first time. It\'s all going to be fine though, because this is just a lot of fluffy fluffingtons.Written for the \'Fanatical Fics and Where to Find Them\' podcast\'s Christmas \'19 competition.\n",2019-12-31
166,The Last Jumper,anxiousgoat,22049953,31 Dec 2019,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,716,1,4,35,3,296,"No Archive Warnings Apply, Molly Weasley, Percy Weasley, Light Angst, Weasley Jumpers, Molly is sad, Number Twelve Grimmauld Place, Order of the Phoenix (Harry Potter), Podcast: Fanatical Fics and Where to Find Them, Fanatical Fics's Christmas Drabble Competition 2019, Christmas","\n      Molly Weasley tries to decide whether to send Percy his Christmas jumper after he walked out on them.Written for the \'Fanatical Fics and Where to Find Them\' podcast\'s Christmas \'19 competition, and winner thereof.\n",2019-12-31
167,No Lies Little One.,mIDNIGHTwOLF (va_di_pa),22049959,31 Dec 2019,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"1,180",1,4,95,7,3007,"No Archive Warnings Apply, Harry Potter/Tom Riddle, Harry Potter/Voldemort, Lucius Malfoy/Narcissa Black Malfoy, Lucius Malfoy, Narcissa Black Malfoy, Draco Malfoy, Severus Snape, Harry Potter, Tom Riddle | Voldemort, Blaise Zabini, Mpreg, Established Relationship, Love, Pregnancy, Lies, Truth, Enemies to Friends to Lovers, Enemies to Lovers","\n      A love between two people has its ups and downs that have to be overcome together.A love like the one between these two special people who have been marked by life, often allows something to happen that no one, even wizards, has dared to believe.But I can tell you that the manifestation of this love will enchant all living beings.\n",2019-12-31
168,Second Chance,smithandbarrowman,22000510,31 Dec 2019,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"6,320",2,78,756,91,9334,"No Archive Warnings Apply, Hermione Granger/Draco Malfoy, Hermione Granger, Draco Malfoy, Pansy Parkinson, Blaise Zabini, Christmas Fluff, Gift Fic, Ron Weasley Bashing, Fluff and Smut, Shameless Smut, One Shot",\n      It\xe2\x80\x99s not often you get a second chance. It\xe2\x80\x99s less often that second chance is granted by the one person you always thought beneath you.\n,2019-12-28
169,Escapism Via Escapade,DadIWriteGayPorn,21724558,31 Dec 2019,Explicit,M/M,Underage,Work in Progress,English,"4,196",3,12,97,7,3778,"Underage, Fred Weasley/George Weasley, Fred Weasley, George Weasley, Lee Jordan, Beauxbatons Students, Fluff and Smut, Secret Relationship, Incest, Sibling Incest, Twincest, Weasleycest (Harry Potter), BDSM, Rope Bondage, Impact Play, Spanking, Blow Jobs, Oral Sex, FaceFucking, Wax Play, BDSM Mishap, Dom!Fred, Sub!George, Book 4: Harry Potter and the Goblet of Fire, smutmas, Romance, George is an anxious bean","\n      Inspired by an overheard conversation, Fred and George find an escape from the chaos of Christmas and the Triwizard Tournament in a night of ropes and bliss.\n",2019-12-25
170,Capitulation,tomgaryens (darklordsapologist),22049587,31 Dec 2019,Explicit,F/M,Choose Not To Use Archive Warnings,Complete Work,English,943,1,4,297,19,12415,"Creator Chose Not To Use Archive Warnings, Tom Riddle/Reader, Tom Riddle, Tom Riddle | Voldemort, Reader, Manipulative Tom Riddle, Possessive Tom Riddle, Reader-Insert, Smut, Post-Hogwarts, Sadistic Tom Riddle, Sadism, Reader is not masochistic, but Tom gets his way, Tom Riddle is His Own Warning",\n      Tom Riddle always gets what he wants.\n,2019-12-31
171,Vikmione Tales,Calebski,20724671,31 Dec 2019,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"9,800",5,36,226,31,3408,"Creator Chose Not To Use Archive Warnings, Hermione Granger/Viktor Krum, Hermione Granger, Viktor Krum, One Shot Collection","\n      Stories with one of my favourite hp pairings. One-shots, mini fics and more.\n",2019-09-21
172,Little Shots That Keep Shooting,TheMourningMadam,24364930,31 Dec 2019,Mature,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"40,941",16,4,42,12,1150,"Creator Chose Not To Use Archive Warnings, Hermione Granger/Draco Malfoy, Draco Malfoy, Hermione Granger, Theo Nott","\n      A series of Dramione one-shots. Mostly fluffy ones, but angst may find it\'s way in.\n",2018-10-08
173,Little Things,bloodyrosybutterflies,22146040,31 Dec 2019,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,561",1,0,5,0,58,"Creator Chose Not To Use Archive Warnings, Sirius Black/Remus Lupin, James Potter/Lily Evans Potter, Remus Lupin, Sirius Black, James Potter, Peter Pettigrew, Lily Evans Potter",\n      Remus recalls some of the events that built up his relationship with Sirius.\n,2019-12-31
174,When Midnight Strikes,GaeilgeRua,22063759,31 Dec 2019,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,954,1,1,30,3,418,"No Archive Warnings Apply, Luna Lovegood/Blaise Zabini, Blaise Zabini, Draco Malfoy, Luna Lovegood, Theodore Nott, Hogwarts Eighth Year, New Year's Eve, New Year's Kiss, Post-Battle of Hogwarts","\n      Some people just can\xe2\x80\x99t hide their personality, no matter the spells in place. For others, there might be another explanation.\n",2019-12-31
175,Balls and Bunny Hills,MadameFool,22060756,31 Dec 2019,General Audiences,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"2,770",1,6,57,4,742,"Creator Chose Not To Use Archive Warnings, James Potter/Lily Evans Potter, James Potter, Lily Evans Potter, Mary Macdonald, Alternate Universe - Modern Setting, ski instructor!Lily, disaster!James, jily, Jily Challenge, Modern Marauders (Harry Potter), Fluff and Humor, One Shot, Misunderstandings, Humor, Unresolved Sexual Tension","\n      \xe2\x80\x9eAlright, Potter?\xe2\x80\x9cClearly, he fucking wasn\xe2\x80\x99t and if his ski instructor had been just about anyone else, James would\xe2\x80\x99ve admitted as much without hesitation.But she wasn\xe2\x80\x99t.\n",2019-12-31
176,Slytherin Fairy Godmother,diamonddaydream,22045504,31 Dec 2019,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"4,861",1,9,541,30,7475,"No Archive Warnings Apply, Hermione Granger/Draco Malfoy, Lucius Malfoy, Narcissa Black Malfoy, Blaise Zabini, Astoria Greengrass, Gregory Goyle, Theodore Nott, Hermione Granger, Draco Malfoy, Original Child Character(s), Slytherin, Post-Hogwarts, Pregnancy, Married Couple, Married Life, Jealousy, True Love, Sweet, Malfoy Manor, Fairy Godparents, Motherhood, Party, Dress Up, Cinderella Elements, Minor Lucius Malfoy/Narcissa Black Malfoy, Aged-Up Character(s), Adult Hermione Granger, Eventual Fluff, Implied Sexual Content, Family, Family Dynamics, Redeemed Draco Malfoy, Good Draco Malfoy, Scents & Smells, One Shot, Parenthood, Romantic Draco Malfoy, Romantic Fluff, Kissing","\n      Hermione Granger-Malfoy dreads going to Lucius Malfoy\'s latest party. She is exhausted, pregnant, and not interested in finally meeting Draco\'s childhood ex-fiancee, Astoria Greengrass. The night gets worse and worse, until an unlikely fairy godmother brings the Dramione fluff. A moment set between my longer works ""The Oblivious Ones"" and ""Always Something,"" or reads fine on its own.\n",2019-12-31
177,Holding fast to dreams,Lillias,22041481,31 Dec 2019,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,631,1,4,108,5,1146,"Creator Chose Not To Use Archive Warnings, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle | Voldemort, Minor Angst, Emotional Hurt/Comfort, Fluff, Tom was a sad boi, but then Harry came along, This is a rewrite of my old fanfic, Short One Shot",\n      There was once a time where Tom believed that there was no such thing as hope or the so called happiness and miracles that came alongside it.But then Harry came along and proved him wrong...\n,2019-12-31
178,what side of love are you on,aheartcalledhome,22041103,31 Dec 2019,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,731,1,6,25,2,547,"No Archive Warnings Apply, Harry Potter/Ginny Weasley, Harry Potter, Ginny Weasley, Established Relationship, Recovery, Tooth-Rotting Fluff, Several Sunlit Days",\n      a sunlit afternoon turned wrestling masterclass with a sprinkle of feelings\n,2019-12-31
179,Baby It\'s Cold Outside,oddraco (S13E06),22040956,31 Dec 2019,Mature,F/M,Graphic Depictions Of Violence,Complete Work,English,"3,613",1,3,50,0,1215,"Graphic Depictions Of Violence, Draco Malfoy/Reader, Draco Malfoy, Original Female Character(s), Pansy Parkinson",\n      Prompt:  \xe2\x80\x9ca songfic based on \xe2\x80\x98baby it\xe2\x80\x99s cold outside\xe2\x80\x9d\n,2019-12-31
180,I\'ve Seen the Light,sugareey,22040410,31 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,5,138,3,2267,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, HP Holiday Mini Fest 2019, Christmas Party, Formalwear, Fluff, Art, Digital Art, Fanart, Endearments, Idiots in Love","\n      For once, people weren\'t on their cases about coming to the Christmas party dateless this year since Harry and Draco (finally!) arrived together.\n",2019-12-31
181,Soft Nights,KittyCargo,22040107,31 Dec 2019,General Audiences,"F/F, F/M, Multi",No Archive Warnings Apply,Complete Work,English,"3,232",1,8,52,5,483,"No Archive Warnings Apply, Luna Lovegood/Ginny Weasley, Neville Longbottom/Ginny Weasley, Neville Longbottom/Luna Lovegood, Neville Longbottom, Harry Potter, Ginny Weasley, Luna Lovegood, Draco Malfoy (mentioned), Polyamory, Polyamorous Character, Established Relationship, Body Image, Body Positivity, Food, Making Dinner, Domestic, Love, Softness, Domestic Fluff, Podfic Welcome, Art welcome, do not repost to another site",\n      Neville is reminiscing about the war and the aftermath while making dinner for Ginny and Luna.\n,2019-12-31
182,Albus & Scorpius Discover Their Universe,ginvraweasley,22039630,31 Dec 2019,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,893",1,18,102,5,1071,"Creator Chose Not To Use Archive Warnings, Scorpius Malfoy/Albus Severus Potter, Albus Severus Potter, Scorpius Malfoy, Draco Malfoy, Scorbus, scorbus fluff, Scorpius' First Car Ride, First Kiss, Scorbus First Kiss, ccfandom",\n      A story inspired by Aristotle & Dante Discover The Secrets of the Universe by Benjamin Alire S\xc3\xa1enz.In which Albus & Scorpius Discover Their Universe.\n,2019-12-31
183,The Laughing Heart,smile_it_will_get_better,22039033,31 Dec 2019,Teen And Up Audiences,"F/M, M/M","Graphic Depictions Of Violence, Major Character Death",Complete Work,English,"30,722",1,69,669,185,6719,"Graphic Depictions Of Violence, Major Character Death, Regulus Black & Sirius Black, Regulus Black/Original Character(s), Sirius Black/Remus Lupin, Regulus Black, Sirius Black, Walburga Black, Orion Black, James Potter, Lily Evans Potter, Remus Lupin, Original Characters, POV Regulus Black, Regulus Black-centric, Regulus Black Feels, Regulus Black Deserves Better, Regulus Black Dies, Ghost Regulus Black, Sirius Black is a Good Brother, Young Sirius Black, Young Regulus Black, Brotherly Love, Brotherly Affection, Brotherly Angst, Sibling Bonding, Walburga Black's A+ Parenting, Walburga Black Bashing, Implied/Referenced Child Abuse, Canonical Character Death, Murder, Torture, First War with Voldemort, Alternate Universe - Canon Divergence, Suicidal Thoughts, Self-Hatred, Self-Acceptance, Character Study","\n      String after string snapped and no matter how many times Regulus tried to tie them back together, the two of them drifted apart, and their mother picked up the remaining strings, tugging them along in her narrative, and it didn\xe2\x80\x99t take long before Regulus learned that it was their mother who pulled the strings, not them....Ghosts in this universe work how I want them too, and that changes a lot.\n",2019-12-31
184,In love in Amsterdam,Lioness_Snake,22033072,31 Dec 2019,Mature,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"7,775",1,16,53,11,2141,"Creator Chose Not To Use Archive Warnings, Hermione Granger/Draco Malfoy, Draco Malfoy, Hermione Granger, Blaise Zabini, Fluff and Smut, Fluff and Angst, Infidelity","\n      Draco finds his witch in a point of his life that is to call it when he least expects it. He is on a stag party in Amsterdam celebrating his last days as a free man, when he and his party stumble into a magic Apothecary for a hangover potion.\n",2019-12-31
185,At Bedtime,Kikimay,22023466,31 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,206,1,4,108,6,1185,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Scorpius Malfoy/Albus Severus Potter, Draco Malfoy, Harry Potter, Draco Malfoy's Owl, Fluff and Angst, Slice of Life, Older Characters, Draco Malfoy in Glasses, Romance",\n      Bedtime reading with surprise postcard.\n,2019-12-31
186,"Saving people, making drinks",limeta,21991996,31 Dec 2019,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,934",1,40,679,99,4888,"No Archive Warnings Apply, Harry Potter, Tom Riddle | Voldemort, Aberforth Dumbledore, Bellatrix Black Lestrange, Regulus Black, harry is a bartender, Time Travel, Time Travel Fix-It, Harry Potter Has a Saving People Thing, First War with Voldemort","\n      Harry time travels back in time, finds a job at the Hog\'s Head, and decides to save Regulus Black\n",2019-12-31
187,It starts with a dance\xe2\x80\xa6,digthewriter,21964060,31 Dec 2019,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"2,545",6,20,58,3,578,"No Archive Warnings Apply, Neville Longbottom/Charlie Weasley, Ginny Weasley, Harry Potter, Pansy Parkinson, Draco Malfoy, Minor Pansy Parkinson/Ginny Weasley, Minor Draco Malfoy/Harry Potter","\n      A spin-off short series from ""A Season for Weddings"" - story about Neville/Charlie getting together. PURE FLUFF.\n",2019-12-26
188,The Promise of Summer,Omi_Ohmy,21921442,31 Dec 2019,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"66,713",3,193,2130,582,28443,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Minerva McGonagall, Hermione Granger, Ron Weasley, Irma Pince, Lisa Turpin, Hannah Abbott, Ernie Macmillan, Anthony Goldstein, Lavender Brown, Parvati Patil, Neville Longbottom, George Weasley, Luna Lovegood, Ginny Weasley, Filius Flitwick, Millicent Bulstrode, Blaise Zabini, Padma Patil, Susan Bones, Post-Second War with Voldemort, Hogwarts Eighth Year, Hogwarts, Minor Hermione Granger/Ron Weasley, Minor Lavender Brown/Parvati Patil, Lack of Appetite Due to Stress, Studying, Exams, fire damage, Post-War Trauma, Scars, Injury, facial injury, Fade to Black, Slow Burn, Fire, Room of Requirement, Healing, Bubble Bath, Bisexual Harry Potter, Self-Discovery, Coming of Age, Coming Out, Friendship, marbles, Toast, Transformation, Tooth-Rotting Fluff, Grief/Mourning, Sexual Identity, H/D Erised 2019, POV Harry Potter, Past Harry Potter/Ginny Weasley, Sentient Hogwarts, Rebuilding Hogwarts, Apologies, Hogwarts Prefects' Bathroom, Transfiguration (Harry Potter), Patronus, Kissing, Frottage, Coming In Pants, Gay Draco Malfoy","\n      How was Harry supposed to know that coming back for eighth year would be so confusing? Everything is the same, and yet not the same. And nowhere is this more obvious than with Draco Malfoy. Harry finds himself once more watching and following Malfoy, trying to work him out. When they are drawn together to heal the castle, Harry doesn\xe2\x80\x99t just find Malfoy - he also finds himself.\n",2019-12-31
189,Lily Guides Harry; Absorbs Horcrux,EdTheBeast,21858769,31 Dec 2019,Explicit,"F/F, F/M, Gen, M/M, Multi, Other","Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage",Complete Work,English,"5,010",3,0,10,5,1195,"Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con, Underage, Harry/Original Female Character(s), Sirius Black/Remus Lupin, Original Veela Character(s)","\n      Will be rewritten in the story of The Power No One Knows Really!So this is discontinued in rewrite. But is different points to the story as at the end of second year, Myrtle will take over Ginever not Pet. \xc2\xa0Lily\'s ritual saves Harry, but she becomes a Horcrux, sort of.Chapter Two:Harry The AnimalChapter Three:Lily\'s Mistake, Gets Her WishI have decided to end it here. Hope you enjoyed it.\n",2019-12-22
